time	operator	 flow (L/s) 	 raw (NTU) 	sed (NTU)	 filter1 (NTU) 	 filter2 (NTU) 	filter (NTU)	Cuagulante	coag (mg/L)	Cloro	Cl (mg/L)	backwash1	backwash2	Observaciones	
6/16/2018 9:00	Leonel Herrera	3.5	3.1	1.6			#DIV/0!	111.11	12.69	6.1	0.85				
6/16/2018 10:00	Leonel Herrera	3.5	3.5	1.8			#DIV/0!	111.11	12.69	6.1	0.85				
6/16/2018 11:00	Leonel Herrera	3.5	3.7	2.6			#DIV/0!	111.11	11.65	6.1	0.86				
6/16/2018 12:00	Leonel Herrera	3.5	3.6	2.5			#DIV/0!	111.11	11.64	6.1	1.27				
6/16/2018 13:00	Leonel Herrera	3.5	3.3	2.5			#DIV/0!	111.11	11.64	6.1	1.04				
6/16/2018 14:00	Leonel Herrera	3.5	3.3	2			#DIV/0!	111.11	11.64	6.1	0.98				
6/16/2018 15:00	Leonel Herrera	3.5	3.5	2.8			#DIV/0!	111.11	6.34	6.1	1.91				
6/16/2018 16:00	Leonel Herrera	3.5	3.3	2			#DIV/0!	111.11	15.87	6.1	1.91				
6/16/2018 17:00	Leonel Herrera	3.5	3.6	1.7			#DIV/0!	111.11	12.69	6.1	1.83				
6/16/2018 18:00	Leonel Herrera	3.5	4.5	1.3			#DIV/0!	111.11	15.87	6.1	0.75				
6/16/2018 19:00	Sergio Torrez	3.5	4.2	1.6			#DIV/0!	111.11	13.75	6.1	0.72				
6/16/2018 20:00	Sergio Torrez	4.2	5.1	1.4			#DIV/0!	111.11	10.58	6.1	0.62				
6/16/2018 21:00	Sergio Torrez	4.2	4.1	1.8			#DIV/0!	111.11	8.81	6.1	0.52				
6/16/2018 22:00	Sergio Torrez	4.2	4.8	1.3			#DIV/0!	111.11	9.63	6.1	0.5				
6/16/2018 23:00	Sergio Torrez	3.5	3.6	1.2			#DIV/0!	111.11	8.93	6.1	-			LAVADO DE SEDIMENTADOR	
6/17/2018 0:00	Sergio Torrez	3.5	3.5	1.1			#DIV/0!	111.11	10.58	6.1	-			LAVADO DE BARRIL DE CLORO SISTEMA DE CODUCCI?N Y BOTES	
6/18/2018 1:00	Sergio Torrez	3.5	3	1.6			#DIV/0!	111.11	9.52	6.1	0.81				
6/18/2018 2:00	Sergio Torrez	3.5	3.1	1.4			#DIV/0!	111.11	9.84	6.1	0.92				
6/18/2018 3:00	Sergio Torrez	3.5	3	1.5			#DIV/0!	111.11	8.5	6.1	0.84				
6/18/2018 4:00	Sergio Torrez	3.5	2.9	1.9			#DIV/0!	111.11	8.46	6.1	0.84				
6/18/2018 5:00	Sergio Torrez	3.5	3	1.9			#DIV/0!	111.11	8.98	6.1	0.88				
6/18/2018 6:00	Sergio Torrez	3.5	9.8	1.8			#DIV/0!	111.11	10.58	6.1	1.39				
6/18/2018 7:00	Israel Garcia	3.5	1.9	1.9			#DIV/0!	111.11	8.46	6.1	0.88				
6/18/2018 8:00	Israel Garcia	3.5	3	1.6			#DIV/0!	111.11	9.52	6.1	0.81				
6/18/2018 9:00	Israel Garcia	3.5	2.8	1.8			#DIV/0!	111.11	10.58	6.1	1.39				
6/18/2018 10:00	Israel Garcia	3.5	2.7	1.8			#DIV/0!	111.11	9.52	6.1	0.92				
6/18/2018 11:00	Israel Garcia	3.5	3	1.9			#DIV/0!	111.11	8.46	6.1	0.81				
6/18/2018 12:00	Israel Garcia	3.5	2	1.6			#DIV/0!	111.11	6.34	6.1	1.36				
6/18/2018 13:00	Israel Garcia	3.5	2.4	1.8			#DIV/0!	111.11	6.34	6.1	1.39				
6/18/2018 14:00	Israel Garcia	3.5	3	1.6			#DIV/0!	111.11	6.34	6.1	1.36				
6/18/2018 15:00	Israel Garcia	3.5	3.1	2.8			#DIV/0!	111.11	6.36	6.1	1.36				
6/18/2018 16:00	Israel Garcia	3.5	3.1	1.8			#DIV/0!	111.11	6.36	6.1	1.36				
6/18/2018 17:00	Israel Garcia	3.5	3.3	2.6			#DIV/0!	111.11	9.52	6.1	1.39				
6/18/2018 18:00	Israel Garcia	3.5	3.1	2.5			#DIV/0!	111.11	12.69	6.1	0.84				
6/18/2018 19:00	Leonel Herrera	3.5	2.8	1.8			#DIV/0!	111.11	14.81	6.1	0.81				
6/18/2018 20:00	Leonel Herrera	3.5	3	1.5			#DIV/0!	111.11	13.75	6.1	0.78				
6/18/2018 21:00	Leonel Herrera	3.5	2.9	1.5			#DIV/0!	111.11	14.81	6.1	0.75				
6/18/2018 22:00	Leonel Herrera	3.5	2.9	1.3			#DIV/0!	111.11	13.75	6.1	0.69				
6/18/2018 23:00	Leonel Herrera	3.5	2.8	1.1			#DIV/0!	111.11	13.75	6.1	0.46				
6/19/2018 0:00	Leonel Herrera	3.5	3.1	1.2			#DIV/0!	111.11	8.46	6.1	0.46				
6/20/2018 1:00	Leonel Herrera	3.5	3	2.6			#DIV/0!	111.11	7.4	6.1	0.63				
6/20/2018 2:00	Leonel Herrera	3.5	2.9	2.5			#DIV/0!	111.11	6.34	6.1	0.64				
6/20/2018 3:00	Leonel Herrera	3.5	2.8	2.5			#DIV/0!	111.11	14.81	6.1	0.87				
6/20/2018 4:00	Leonel Herrera	3.5	2.7	1.8			#DIV/0!	111.11	13.75	6.1	0.87				
6/20/2018 5:00	Leonel Herrera	3.5	3.7	1.3			#DIV/0!	111.11	13.75	6.1	0.87				
6/20/2018 6:00	Leonel Herrera	3.5	2.5	1.2			#DIV/0!	111.11	14.81	6.1	0.98				
6/20/2018 7:00	Jobani Perez	3.5	2.7	1.4			#DIV/0!	111.11	11.64	6.1	1.04				
6/20/2018 8:00	Jobani Perez	3.5	2.6	1.8			#DIV/0!	111.11	11	6.1	1.09				
6/20/2018 9:00	Jobani Perez	3.5	2.5	1.8			#DIV/0!	111.11	11	6.1	1				
6/20/2018 10:00	Jobani Perez	3.5	2.4	1.9			#DIV/0!	111.11	11.64	6.1	0.92				
6/20/2018 11:00	Jobani Perez	3.5	2.4	1.7			#DIV/0!	111.11	11.64	6.1	0.87			VISITA DEL MINSA HIZO PRUEVAS DE TorVIDEZ CLORO ALTorA PH	
6/20/2018 12:00	Jobani Perez	3.5	2.7	1.7			#DIV/0!	111.11	11.64	6.1	1			SE DEJA LA DOSIS DEL SULFATO POR ORIENTACION DEL TECNICO	
6/20/2018 13:00	Jobani Perez	3.5	2.7	1.6			#DIV/0!	111.11	11.52	6.1	1.26				
6/20/2018 14:00	Jobani Perez	3.5	2.6	1.5			#DIV/0!	111.11	11.64	6.1	1.39				
6/20/2018 15:00	Jobani Perez	3.5	2.5	1.5			#DIV/0!	111.11	11.64	6.1	1.04				
6/20/2018 16:00	Jobani Perez	3.5	2.5	1.4			#DIV/0!	111.11	11.64	6.1	1				
6/20/2018 17:00	Jobani Perez	3.5	2.5	2			#DIV/0!	111.11	6.34	6.1	0.69				
6/20/2018 18:00	Jobani Perez	3.5	2.4	2.2			#DIV/0!	111.11	6.34	6.1	0.69				
6/20/2018 19:00	Israel Garcia	3.5	2.3	2.1			#DIV/0!	111.11	6.34	6.1	0.69				
6/20/2018 20:00	Israel Garcia	3.5	2.9	2.5			#DIV/0!	111.11	6.34	6.1	0.69				
6/20/2018 21:00	Israel Garcia	3.5	3.2	2.8			#DIV/0!	111.11	24.66	6.1	-			SE DESCONECTA EL CLORO	
6/20/2018 22:00	Israel Garcia	3.5	4.8	3.1			#DIV/0!	111.11	24.66	6.1	-			SALE DE SERVICIO	
6/20/2018 23:00	Israel Garcia	4.2	290	-			#DIV/0!	111.11	-	6.1	-			SIN SERVICIO LA PLANTA	
6/21/2018 0:00	Israel Garcia	4.2	410	-			#DIV/0!	111.11	-	6.1	-				
6/22/2018 1:00	Israel Garcia	3.5	19	13			#DIV/0!	111.11	21.16	6.1	-			PLANTA EN FUNCION DE 	
6/22/2018 2:00	Israel Garcia	3.5	16	11			#DIV/0!	111.11	21.16	6.1	-			LIMPIEZA DE SEDIMENTADOR	
6/22/2018 3:00	Israel Garcia	3.5	12	10			#DIV/0!	111.11	19.4	6.1	1.04				
6/22/2018 4:00	Israel Garcia	3.5	14	5.6			#DIV/0!	111.11	12.85	6.1	0.96				
6/22/2018 5:00	Israel Garcia	3.5	8.1	4.1			#DIV/0!	111.11	12.69	6.1	0.96				
6/22/2018 6:00	Israel Garcia	3.5	7	2			#DIV/0!	111.11	10.58	6.1	1.04				
6/22/2018 7:00	Sergio Torrez	3.5	10	2			#DIV/0!	111.11	11.64	6.1	0.98				
6/22/2018 8:00	Sergio Torrez	3.5	6.2	2.1			#DIV/0!	111.11	9.52	6.1	0.99				
6/22/2018 9:00	Sergio Torrez	3.5	5.8	2.4			#DIV/0!	111.11	9.52	6.1	1.1				
6/22/2018 10:00	Sergio Torrez	3.5	5.3	3			#DIV/0!	111.11	10.58	6.1	1.04				
6/22/2018 11:00	Sergio Torrez	3.5	5	2.8			#DIV/0!	111.11	9.59	6.1	1.04				
6/22/2018 12:00	Sergio Torrez	3.5	5	3.8			#DIV/0!	111.11	10.97	6.1	1.1				
6/22/2018 13:00	Sergio Torrez	3.5	5	3.3			#DIV/0!	111.11	10.58	6.1	1.16				
6/22/2018 14:00	Sergio Torrez	3.5	4.85	2.1			#DIV/0!	111.11	11.64	6.1	0.89				
6/22/2018 15:00	Sergio Torrez	3.5	4.5	2.1			#DIV/0!	111.11	10.58	6.1	1.04				
6/22/2018 16:00	Sergio Torrez	3.5	4.7	1.9			#DIV/0!	111.11	9.52	6.1	0.98				
6/22/2018 17:00	Sergio Torrez	3.5	4.3	1.9			#DIV/0!	111.11	11.64	6.1	0.92				
6/22/2018 18:00	Sergio Torrez	3.5	4.3	1.6			#DIV/0!	111.11	12.69	6.1	0.92				
6/22/2018 19:00	Jobani Perez	3.5	4.8	2.1			#DIV/0!	111.11	8.34	6.1	0.92				
6/22/2018 20:00	Jobani Perez	3.5	880	-			#DIV/0!	111.11	-	6.1	-			SE DESCONECTA POR LLUVIA	
6/22/2018 21:00	Jobani Perez	3.5	450	-			#DIV/0!	111.11	-	6.1	-			PROCEDIMIENTO CON TUBIDEZ DE 880 T	
6/22/2018 22:00	Jobani Perez	3.5	250	-			#DIV/0!	111.11	-	6.1	-				
6/22/2018 23:00	Jobani Perez	3.5	170	-			#DIV/0!	111.11	-	6.1	-				
6/23/2018 0:00	Jobani Perez	3.5	90	-			#DIV/0!	111.11	-	6.1	-				
6/24/2018 1:00	Jobani Perez	3.5	40	-			#DIV/0!	111.11	-	6.1	-			SE CONECTA LA PLANTA	
6/24/2018 2:00	Jobani Perez	3.5	17	5.8			#DIV/0!	111.11	15.6	6.1	1.26			YA FUNCIONANDO 2.00AM	
6/24/2018 3:00	Jobani Perez	3.5	15	5			#DIV/0!	111.11	15.6	6.1	1.26				
6/24/2018 4:00	Jobani Perez	4.9	15	4.8			#DIV/0!	111.11	16.62	6.1	1.39				
6/24/2018 5:00	Jobani Perez	4.9	13	5			#DIV/0!	111.11	16.62	6.1	1.39				
6/24/2018 6:00	Jobani Perez	4.2	10	5			#DIV/0!	111.11	14.99	6.1	1.01				
6/24/2018 7:00	Leonel Herrera	4.2	9.7	3.3			#DIV/0!	111.11	14.1	6.1	1.01				
6/24/2018 8:00	Leonel Herrera	4.2	8.4	2.7			#DIV/0!	111.11	14.1	6.1	0.72				
6/24/2018 9:00	Leonel Herrera	4.2	8.2	2.6			#DIV/0!	111.11	13.22	6.1	0.96				
6/24/2018 10:00	Leonel Herrera	4.2	7.7	2.3			#DIV/0!	111.11	13.22	6.1	1.13				
6/24/2018 11:00	Leonel Herrera	4.2	7.6	2.3			#DIV/0!	111.11	14.1	6.1	1.74				
6/24/2018 12:00	Leonel Herrera	4.2	7.3	2.5			#DIV/0!	111.11	14.1	6.1	1.67				
6/24/2018 13:00	Leonel Herrera	4.2	6.9	3.5			#DIV/0!	111.11	10.58	6.1	1.67				
6/24/2018 14:00	Leonel Herrera	4.2	7.8	2.8			#DIV/0!	111.11	14.1	6.1	1.67				
6/24/2018 15:00	Leonel Herrera	4.2	6.5	3.5			#DIV/0!	111.11	14.1	6.1	1.67				
6/24/2018 16:00	Leonel Herrera	4.2	6.7	4.5			#DIV/0!	111.11	14.1	6.1	1.81				
6/24/2018 17:00	Leonel Herrera	4.2	6.1	2.4			#DIV/0!	111.11	14.1	6.1	1.86				
6/24/2018 18:00	Leonel Herrera	4.2	5.8	2.3			#DIV/0!	111.11	13.22	6.1	2.04				
6/24/2018 19:00	Sergio Torrez	4.2	5.9	4.7			#DIV/0!	111.11	7.93	6.1	1.45				
6/24/2018 20:00	Sergio Torrez	4.2	5.7	4.1			#DIV/0!	111.11	12.34	6.1	1.59				
6/24/2018 21:00	Sergio Torrez	4.2	5.7	2.7			#DIV/0!	111.11	13.22	6.1	1.49				
6/24/2018 22:00	Sergio Torrez	4.2	6	2.4			#DIV/0!	111.11	11.46	6.1	0.98				
6/24/2018 23:00	Sergio Torrez	4.2	6.1	3.4			#DIV/0!	111.11	11.89	6.1	0.96				
6/25/2018 0:00	Sergio Torrez	4.2	5.4	2.2			#DIV/0!	111.11	10.58	6.1	1.37				
6/26/2018 1:00	Sergio Torrez	4.2	6	1.8			#DIV/0!	111.11	12.24	6.1	1.21				
6/26/2018 2:00	Sergio Torrez	4.2	4.9	1.9			#DIV/0!	111.11	11.46	6.1	1.06				
6/26/2018 3:00	Sergio Torrez	3.5	5	1.9			#DIV/0!	111.11	12.75	6.1	1.16				
6/26/2018 4:00	Sergio Torrez	3.5	4.4	1.8			#DIV/0!	111.11	10.58	6.1	1.45				
6/26/2018 5:00	Sergio Torrez	3.5	4.4	2.5			#DIV/0!	111.11	10.58	6.1	1.53				
6/26/2018 6:00	Sergio Torrez	3.5	4.9	2.7			#DIV/0!	111.11	10.66	6.1	1.85				
6/26/2018 7:00	Israel Garcia	3.5	4.3	2.6			#DIV/0!	111.11	10.69	6.1	1.51				
6/26/2018 8:00	Israel Garcia	3.5	4.2	2.4			#DIV/0!	111.11	10.58	6.1	1.62				
6/26/2018 9:00	Israel Garcia	3.5	4.2	2.6			#DIV/0!	111.11	10.58	6.1	1.62			PRUEVA EN EL TANQUE 1.00	
6/26/2018 10:00	Israel Garcia	3.5	4.5	2.5			#DIV/0!	111.11	10.58	6.1	1.53				
6/26/2018 11:00	Israel Garcia	3.5	4	2.7			#DIV/0!	111.11	14.81	6.1	1.53				
6/26/2018 12:00	Israel Garcia	3.5	3.9	2.5			#DIV/0!	111.11	14.81	6.1	1.67			PTUEVA DE CLORO 0.5	
6/26/2018 13:00	Israel Garcia	3.5	4.2	2.3			#DIV/0!	111.11	14.81	6.1	1.67			ONDE LEONEL RODRIGUEZ	
6/26/2018 14:00	Israel Garcia	3.5	4.2	2			#DIV/0!	111.11	14.46	6.1	1.62				
6/26/2018 15:00	Israel Garcia	3.5	4.1	1.9			#DIV/0!	111.11	12.69	6.1	1.67				
6/26/2018 16:00	Israel Garcia	3.5	4.1	2			#DIV/0!	111.11	12.69	6.1	1.54				
6/26/2018 17:00	Israel Garcia	3.5	4.1	2			#DIV/0!	111.11	14.81	6.1	1.53				
6/26/2018 18:00	Israel Garcia	4.2	8.5	1.9			#DIV/0!	111.11	10.58	6.1	1.45				
6/26/2018 19:00	Leonel Herrera	4.2	27	2.5			#DIV/0!	111.11	17.85	6.1	1.45			se desconescta la planta se trato el agua con 27.00 utm  para abajo alas 7 pm 	
6/26/2018 20:00	Leonel Herrera	 - 	85	-			#DIV/0!	111.11	-	6.1	-				
6/26/2018 21:00	Leonel Herrera	 - 	35	-			#DIV/0!	111.11	-	6.1	-				
6/26/2018 22:00	Leonel Herrera	4.2	14	5.7			#DIV/0!	111.11	17.63	6.1	-			alas 10 se desconecta solo procesando el sulfato 	
6/26/2018 23:00	Leonel Herrera	4.2	9.9	3			#DIV/0!	111.11	10.85	6.1	1.64			alas 11 se empieza desinfeccion del agua	
6/27/2018 0:00	Leonel Herrera	4.2	6.8	2.4			#DIV/0!	111.11	10.58	6.1	1.74				
6/28/2018 1:00	Leonel Herrera	4.2	5.9	2.2			#DIV/0!	111.11	10.58	6.1	1.74				
6/28/2018 2:00	Leonel Herrera	4.2	5.2	2.3			#DIV/0!	111.11	10.58	6.1	1.64				
6/28/2018 3:00	Leonel Herrera	4.2	4.5	2.1			#DIV/0!	111.11	10.58	6.1	1.74				
6/28/2018 4:00	Leonel Herrera	4.2	4.2	2.3			#DIV/0!	111.11	10.58	6.1	1.74				
6/28/2018 5:00	Leonel Herrera	4.2	4.4	2.7			#DIV/0!	111.11	10.58	6.1	1.64				
6/28/2018 6:00	Leonel Herrera	4.2	4.4	2.7			#DIV/0!	111.11	10.55	6.1	1.3				
6/28/2018 7:00	Jobani Perez	4.2	4.7	2.7			#DIV/0!	111.11	10.58	6.1	1.37				
6/28/2018 8:00	Jobani Perez	4.2	4.8	2.7			#DIV/0!	111.11	10.58	6.1	1.37				
6/28/2018 9:00	Jobani Perez	4.2	4.5	3.2			#DIV/0!	111.11	10.58	6.1	1.37				
6/28/2018 10:00	Jobani Perez	4.2	7.8	3.2			#DIV/0!	111.11	11.64	6.1	1.37				
6/28/2018 11:00	Jobani Perez	4.9	6.7	3.2			#DIV/0!	111.11	11.64	6.1	1.37				
6/28/2018 12:00	Jobani Perez	4.9	6	3.5			#DIV/0!	111.11	10.58	6.1	1.26				
6/28/2018 13:00	Jobani Perez	4.9	5.7	3.4			#DIV/0!	111.11	10.58	6.1	1.3				
6/28/2018 14:00	Jobani Perez	4.2	5.8	3.4			#DIV/0!	111.11	10.58	6.1	1.37				
6/28/2018 15:00	Jobani Perez	4.2	5.8	3.1			#DIV/0!	111.11	10.58	6.1	1.23				
6/28/2018 16:00	Jobani Perez	4.2	5.1	3.4			#DIV/0!	111.11	10.58	6.1	1.23				
6/28/2018 17:00	Jobani Perez	4.2	4.8	3.4			#DIV/0!	111.11	10.58	6.1	1.23				
6/28/2018 18:00	Jobani Perez	4.2	3.9	3.3			#DIV/0!	111.11	10.58	6.1	1.64				
6/28/2018 19:00	Israel Garcia	4.2	3.9	3.3			#DIV/0!	111.11	10.58	6.1	1.64				
6/28/2018 20:00	Israel Garcia	4.2	4.2	3.5			#DIV/0!	111.11	10.58	6.1	1.64				
6/28/2018 21:00	Israel Garcia	4.2	4.1	3			#DIV/0!	111.11	10.58	6.1	1.64				
6/28/2018 22:00	Israel Garcia	4.2	4.4	2.7			#DIV/0!	111.11	10.58	6.1	1.08				
6/28/2018 23:00	Israel Garcia	4.2	4.1	2.4			#DIV/0!	111.11	10.58	6.1	1.52				
6/30/2018 0:00	Israel Garcia	4.2	3.9	3.4			#DIV/0!	111.11	10.58	6.1	1.68				
6/30/2018 1:00	Israel Garcia	4.2	4.8	3.2			#DIV/0!	111.11	10.64	6.1	1.65			SULFATO QUEDA FIJO POR	
6/30/2018 2:00	Israel Garcia	4.2	4.5	2.5			#DIV/0!	111.11	10.64	6.1	1.54			FALTA DE MEDICION	
6/30/2018 3:00	Israel Garcia	4.2	3.4	2.7			#DIV/0!	111.11	10.64	6.1	1.83				
6/30/2018 4:00	Israel Garcia	4.2	3.4	2.8			#DIV/0!	111.11	10.64	6.1	1.74				
6/30/2018 5:00	Israel Garcia	4.2	3.4	3			#DIV/0!	111.11	10.64	6.1	1.37				
6/30/2018 6:00	Israel Garcia	4.2	3.7	3			#DIV/0!	111.11	10.64	6.1	-				
6/30/2018 7:00	Sergio Torrez	4.2	3.6	3.2			#DIV/0!	111.11	10.64	6.1	-				
6/30/2018 8:00	Sergio Torrez	4.2	3.5	3.2			#DIV/0!	111.11	10.64	6.1	-				
6/30/2018 9:00	Sergio Torrez	4.2	3.6	3.1			#DIV/0!	111.11	10.64	6.1	-			PRUEVAS DE CLORO EN TANQUE 1.5	
6/30/2018 10:00	Sergio Torrez	4.2	3.6	3.3			#DIV/0!	111.11	10.64	6.1	-			EN ULTIMA CASA MIDIO 0.5 CASA ANTONIO TorREZ	
6/30/2018 11:00	Sergio Torrez	4.2	3.7	3.4			#DIV/0!	111.11	10.64	6.1	-				
6/30/2018 12:00	Sergio Torrez	4.2	4.3	3			#DIV/0!	111.11	10.64	6.1	-				
6/30/2018 13:00	Sergio Torrez	4.2	3.9	3.5			#DIV/0!	111.11	10.64	6.1	-				
6/30/2018 14:00	Sergio Torrez	 - 	4	-			#DIV/0!	111.11	10.64	6.1	-			SE DETUVO EL PROCESO POR LIMPIEZA 	
6/30/2018 15:00	Sergio Torrez	 - 		-			#DIV/0!	111.11	-	-	-			SE ACABO EL SULFATO DE ALUMINIO	
6/30/2018 16:00	Sergio Torrez	 - 		-			#DIV/0!	111.11	-	-	-				
6/30/2018 17:00	Sergio Torrez	 - 		-			#DIV/0!	111.11	-	-	-				
6/30/2018 18:00	Sergio Torrez	 - 		-			#DIV/0!	111.11	-	-	-				
6/30/2018 19:00	Jobani Perez	 - 	"1,000.00"	-			#DIV/0!	111.11	-	-	-				
6/30/2018 20:00	Jobani Perez	 - 	960	-			#DIV/0!	111.11	-	-	-			PLANTA SIN CONECTor POR	
6/30/2018 21:00	Jobani Perez	 - 	820	-			#DIV/0!	111.11	-	-	-			MUCHA TorBIDES Y POR 	
6/30/2018 22:00	Jobani Perez	 - 	750	-			#DIV/0!	111.11	-	-	-			FALTA DE QUIMICOS	
6/30/2018 23:00	Jobani Perez	 - 	600	-			#DIV/0!	111.11	-	-	-				
7/2/2018 0:00	Jobani Perez	4.9	430	-			#DIV/0!	111.11	-	-	-				
7/2/2018 1:00	Jobani Perez	4.9	350	-			#DIV/0!	111.11	-	6.1	-				
7/2/2018 2:00	Jobani Perez	4.9	200	-			#DIV/0!	111.11	-	6.1	-				
7/2/2018 3:00	Jobani Perez	4.9	150	-			#DIV/0!	111.11	-	6.1	-				
7/2/2018 4:00	Jobani Perez	4.9	120	-			#DIV/0!	111.11	-	6.1	-				
7/2/2018 5:00	Jobani Perez	4.9	80	-			#DIV/0!	111.11	-	6.1	-				
7/2/2018 6:00	Jobani Perez	4.9	10	-			#DIV/0!	111.11	-	6.1	-				
7/2/2018 7:00	Leonel Herrera	4.9	8.8	7.9			#DIV/0!	-	-	6.1	2.22			SE CONECTA LA PLANTA CON UNA TorBIDEZ DE 	
7/2/2018 8:00	Leonel Herrera	4.9	8.6	7.8			#DIV/0!	-	-	6.1	1.91			8.8 QUE NO SE PUEDE  TRATor	
7/2/2018 9:00	Leonel Herrera	4.9	9.2	7.5			#DIV/0!	-	-	6.1	1.83			POR FALTA DE QUIMICO	
7/2/2018 10:00	Leonel Herrera	4.9	9.3	8.4			#DIV/0!	-	-	6.1	2.36				
7/2/2018 11:00	Leonel Herrera	4.9	8	6.6			#DIV/0!	-	-	6.1	2.24				
7/2/2018 12:00	Leonel Herrera	4.9	7.4	6.1			#DIV/0!	-	-	6.1	2.11				
7/2/2018 13:00	Leonel Herrera	4.9	6.8	5.9			#DIV/0!	-	-	6.1	2.11				
7/2/2018 14:00	Leonel Herrera	4.9	6.7	5.8			#DIV/0!	-	-	6.1	2.48				
7/2/2018 15:00	Leonel Herrera	4.9	6.7	5.5			#DIV/0!	-	-	6.1	1.86				
7/2/2018 16:00	Leonel Herrera	4.9	6.8	5.4			#DIV/0!	-	-	6.1	1.54				
7/2/2018 17:00	Leonel Herrera	4.9	6.2	5.4			#DIV/0!	-	-	6.1	2.48				
7/2/2018 18:00	Leonel Herrera	4.9	6.2	5.3			#DIV/0!	-	-	6.1	2.36				
7/2/2018 19:00	Sergio Torrez	4.9	6	4.9			#DIV/0!	-	-	6.1	2.13				
7/2/2018 20:00	Sergio Torrez	4.9	6.6	4.9			#DIV/0!	-	-	6.1	2.26			no hay procedimiento por	
7/2/2018 21:00	Sergio Torrez	4.9	6.6	4.9			#DIV/0!	-	-	6.1	2.26			falta de quimico	
6/19/2018 3:00	Sergio Torrez	4.9	5	3.6			#DIV/0!	-	-	6.1	1.95			se conecta la planta solo con cloro	
6/19/2018 4:00	Sergio Torrez	4.5	4.9	4			#DIV/0!	-	-	6.1	2.15				
6/19/2018 5:00	Sergio Torrez	4.2	4.9	3.8			#DIV/0!	-	-	6.1	2.15				
6/19/2018 6:00	Sergio Torrez	4.2	5	3.7			#DIV/0!	-	-	6.1	2.09				
6/19/2018 7:00	Israel Garcia	4.2	4.9	3.6			#DIV/0!			6.1	2.1				
6/19/2018 8:00	Israel Garcia	4.2	4.6	3.5			#DIV/0!			6.1	1.74				
6/19/2018 9:00	Israel Garcia	4.2	4.3	3.1			#DIV/0!			6.1	1.74				
6/19/2018 10:00	Israel Garcia	4.2	4.5	3			#DIV/0!			6.1	1.74				
6/19/2018 11:00	Israel Garcia	4.2	7.1	3.8			#DIV/0!			6.1	1.74				
6/19/2018 12:00	Israel Garcia	4.2	4.8	3.7			#DIV/0!			6.1	1.65				
6/19/2018 13:00	Israel Garcia	4.2	4.4	3.6			#DIV/0!			6.1	1.65				
6/19/2018 14:00	Israel Garcia	4.2	4.7	3.7			#DIV/0!			6.1	1.68				
6/19/2018 15:00	Israel Garcia	4.2	5.2	3.8			#DIV/0!			6.1	1.65				
6/19/2018 16:00	Israel Garcia	4.2	4.8	3.6			#DIV/0!	111.11	10.58	6.1	1.68				
6/19/2018 17:00	Israel Garcia	4.2	4.3	3.2			#DIV/0!	111.11	10.58	6.1	1.1				
6/19/2018 18:00	Israel Garcia	4.2	5	3.7			#DIV/0!	111.11	10.58	6.1	1.39				
6/19/2018 19:00	Leonel Herrera	4.2	4.8	3.5			#DIV/0!	111.11	9.7	6.1	1.06				
6/19/2018 20:00	Leonel Herrera	4.2	4.6	1.5			#DIV/0!	111.11	9.7	6.1	0.82				
6/19/2018 21:00	Leonel Herrera	4.2	4.4	1.6			#DIV/0!	111.11	9.7	6.1	0.72				
6/19/2018 22:00	Leonel Herrera	4.2	4.1	1.5			#DIV/0!	111.11	9.7	6.1	0.77				
6/19/2018 23:00	Leonel Herrera	4.2	4.1	1.2			#DIV/0!	111.11	9.7	6.1	0.82				
6/20/2018 0:00	Leonel Herrera	4.2	3.9	0.85			#DIV/0!	111.11	8.81	6.1	0.82				
1/21/2019 1:00	Leonel Herrera	4.2	4	0.85			#DIV/0!	111.11	8.81	6.1	0.72				
1/21/2019 2:00	Leonel Herrera	4.2	3.9	0.9			#DIV/0!	111.11	4.4	6.1	1.01				
1/21/2019 3:00	Leonel Herrera	4.2	3.8	0.9			#DIV/0!	111.11	8.81	6.1	1.16				
1/21/2019 4:00	Leonel Herrera	4.2	3.5	2.3			#DIV/0!	111.11	9.7	6.1	1.06				
1/21/2019 5:00	Leonel Herrera	4.2	3.5	0.95			#DIV/0!	111.11	8.81	6.1	1.06				
1/21/2019 6:00	Jobani Perez	4.2	3.8	0.85			#DIV/0!	111.11	8.7	6.1	1.4				
1/21/2019 7:00	Jobani Perez	4.2	4	0.7			#DIV/0!	111.11	8.7	6.1	1.42				
1/21/2019 8:00	Jobani Perez	4.2	4.3	0.8			#DIV/0!	111.11	9.27	6.1	1.52				
1/21/2019 9:00	Jobani Perez	4.2	4.5	0.9			#DIV/0!	111.11	9.27	6.1	1.52				
1/21/2019 10:00	Jobani Perez	4.2	4	0.65			#DIV/0!	111.11	9.27	6.1	1.5				
1/21/2019 11:00	Jobani Perez	4.2	4.2	0.75			#DIV/0!	111.11	8.81	6.1	1.5				
1/21/2019 12:00	Jobani Perez	4.2	4.2	0.7			#DIV/0!	111.11	3.81	6.1	1.5				
1/21/2019 13:00	Jobani Perez	4.2	4.5	0.6			#DIV/0!	111.11	10.58	6.1	1.44				
1/21/2019 14:00	Jobani Perez	4.2	4.5	0.7			#DIV/0!	111.11	10.58	6.1	1.44				
1/21/2019 15:00	Jobani Perez	4.2	4.2	0.55			#DIV/0!	111.11	10.58	6.1	1.44				
